article_id,source_id,source_item_key,source_entry_id,case_ids,title,canonical_url,language,published_date,content_type,discovery_status,selection_status,rights_review_id,rights_status,capture_status,boundary_status,pipeline_status,current_stage,last_run_id,machine_review_status,human_review_status,assigned_to,last_checked_at,notes
SRC0024-ART000001,SRC0024,卷上:沙門往生類:僧濟,ENT000009,CASE000010,僧濟,https://cbetaonline.dila.edu.tw/zh/T51n2072_001#:~:text=晉僧濟,zh-Hant,,book_entry,discovered,selected,RR0006,open_license_verified,verified,script_extracted,completed,,RUN-ENT000009-M2B-01-ENT000009-CAND0001,passed,not_reviewed,,2026-09-22,"M2B second batch: first entry from new source SRC0024 (往生集, Ming, CBETA T51n2072). Underlying work is public domain; CBETA electronic text is handled under CC BY-NC-SA 4.0. Subject 僧濟 (Jin dynasty, Lushan); distinct from all existing cases."
SRC0024-ART000002,SRC0024,卷上:往生集序,ENT000010,,往生集序,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:往生集序:92c2132a9346,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000003,SRC0024,卷上:沙門往生類:遠祖師,ENT000011,,遠祖師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:遠祖師:ed3bf6f1a8c9,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000004,SRC0024,卷上:沙門往生類:慧永,ENT000012,,慧永,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧永:146a9a4fee5e,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000005,SRC0024,卷上:沙門往生類:曇順,ENT000013,,曇順,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:曇順:7768fcaea75a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000006,SRC0024,卷上:沙門往生類:僧叡,ENT000014,,僧叡,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:僧叡:46a4b6724542,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000007,SRC0024,卷上:沙門往生類:曇恒,ENT000015,,曇恒,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:曇恒:27366857b4da,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000008,SRC0024,卷上:沙門往生類:道昞,ENT000016,,道昞,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:道昞:f4ad875bfb33,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000009,SRC0024,卷上:沙門往生類:曇詵,ENT000017,,曇詵,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:曇詵:b9a626a35e29,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000010,SRC0024,卷上:沙門往生類:道敬,ENT000018,,道敬,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:道敬:6c4f2e4655ce,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000011,SRC0024,卷上:沙門往生類:佛馱跋陀羅,ENT000019,,佛馱跋陀羅,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:佛馱跋陀羅:205ad1c1068e,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000012,SRC0024,卷上:沙門往生類:慧恭,ENT000020,,慧恭,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧恭:c42837b7907a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000013,SRC0024,卷上:沙門往生類:慧虔,ENT000021,,慧虔,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧虔:3f96d9897d43,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000014,SRC0024,卷上:沙門往生類:僧顯,ENT000022,,僧顯,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:僧顯:a3e7147d4af9,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000015,SRC0024,卷上:沙門往生類:慧通,ENT000023,,慧通,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧通:380bddae86ef,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000016,SRC0024,卷上:沙門往生類:法琳,ENT000024,,法琳,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:法琳:fd3ea88e4abc,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000017,SRC0024,卷上:沙門往生類:曇鑒,ENT000025,,曇鑒,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:曇鑒:64d41ed782bb,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000018,SRC0024,卷上:沙門往生類:僧柔,ENT000026,,僧柔,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:僧柔:c33db890684c,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000019,SRC0024,卷上:沙門往生類:慧光,ENT000027,,慧光,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧光:998ce5eb1c0e,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000020,SRC0024,卷上:沙門往生類:慧進,ENT000028,,慧進,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧進:cd86fc045b5a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000021,SRC0024,卷上:沙門往生類:道珍,ENT000029,,道珍,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:道珍:d97015918ee0,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000022,SRC0024,卷上:沙門往生類:神鸞,ENT000030,,神鸞,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:神鸞:f267f68a001a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000023,SRC0024,卷上:沙門往生類:智者大師,ENT000031,,智者大師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:智者大師:19902358694c,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000024,SRC0024,卷上:沙門往生類:法喜,ENT000032,,法喜,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:法喜:caa315a8be95,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000025,SRC0024,卷上:沙門往生類:章安,ENT000033,,章安,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:章安:12cacd9f77cc,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000026,SRC0024,卷上:沙門往生類:慧成,ENT000034,,慧成,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧成:e224fd11de91,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000027,SRC0024,卷上:沙門往生類:道喻,ENT000035,,道喻,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:道喻:3e5d768adf2b,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000028,SRC0024,卷上:沙門往生類:智舜,ENT000036,,智舜,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:智舜:22deef1f0c1c,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000029,SRC0024,卷上:沙門往生類:慧海,ENT000037,,慧海,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧海:5b4a48a6e995,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000030,SRC0024,卷上:沙門往生類:法智,ENT000038,,法智,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:法智:402214c0a8ba,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000031,SRC0024,卷上:沙門往生類:善導和尚,ENT000039,,善導和尚,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:善導和尚:c4ea19befbd5,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000032,SRC0024,卷上:沙門往生類:智欽,ENT000040,,智欽,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:智欽:7f3f4a26a3f3,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000033,SRC0024,卷上:沙門往生類:五會法師,ENT000041,,五會法師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:五會法師:5d370342d1b8,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000034,SRC0024,卷上:沙門往生類:臺岩康法師,ENT000042,,臺岩康法師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:臺岩康法師:3b67c0dc8d2c,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000035,SRC0024,卷上:沙門往生類:自覺,ENT000043,,自覺,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:自覺:28c9b5aeef6a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000036,SRC0024,卷上:沙門往生類:善胄,ENT000044,,善胄,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:善胄:8de533b9dfbe,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000037,SRC0024,卷上:沙門往生類:神素,ENT000045,,神素,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:神素:d3aeb479c005,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000038,SRC0024,卷上:沙門往生類:慧󱈜,ENT000046,,慧󱈜,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧󱈜:3adff2ab2698,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000039,SRC0024,卷上:沙門往生類:懷玉,ENT000047,,懷玉,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:懷玉:305f2bcbd706,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000040,SRC0024,卷上:沙門往生類:道昂,ENT000048,,道昂,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:道昂:472ad8c64266,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000041,SRC0024,卷上:沙門往生類:道綽,ENT000049,,道綽,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:道綽:372d635e0c7c,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000042,SRC0024,卷上:沙門往生類:寶相,ENT000050,,寶相,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:寶相:c08a790f3f99,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000043,SRC0024,卷上:沙門往生類:惟岸,ENT000051,,惟岸,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:惟岸:15f87221404a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000044,SRC0024,卷上:沙門往生類:僧衒,ENT000052,,僧衒,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:僧衒:25c09b11ff2c,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000045,SRC0024,卷上:沙門往生類:懷感,ENT000053,,懷感,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:懷感:d6a0f660f65a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000046,SRC0024,卷上:沙門往生類:德美,ENT000054,,德美,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:德美:6714351912bf,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000047,SRC0024,卷上:沙門往生類:辯才,ENT000055,,辯才,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:辯才:0045a9c74486,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000048,SRC0024,卷上:沙門往生類:壽洪,ENT000056,,壽洪,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:壽洪:c87d2d76de0d,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000049,SRC0024,卷上:沙門往生類:法祥,ENT000057,,法祥,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:法祥:c49921d56a22,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000050,SRC0024,卷上:沙門往生類:大行,ENT000058,,大行,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:大行:3ef8f77b5b96,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000051,SRC0024,卷上:沙門往生類:明瞻,ENT000059,,明瞻,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:明瞻:490944ef18db,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000052,SRC0024,卷上:沙門往生類:永明壽禪師,ENT000060,,永明壽禪師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:永明壽禪師:4e49973f22ad,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000053,SRC0024,卷上:沙門往生類:志通,ENT000061,,志通,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:志通:c19d3ab58d02,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000054,SRC0024,卷上:沙門往生類:晤恩,ENT000062,,晤恩,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:晤恩:36ee0eef9664,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000055,SRC0024,卷上:沙門往生類:圓淨常法師,ENT000063,,圓淨常法師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:圓淨常法師:a0b1cd270b62,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000056,SRC0024,卷上:沙門往生類:淨觀,ENT000064,,淨觀,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:淨觀:65660a57d8df,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000057,SRC0024,卷上:沙門往生類:慈雲懺主,ENT000065,,慈雲懺主,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慈雲懺主:68ed1ed377ba,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000058,SRC0024,卷上:沙門往生類:宗坦疏主,ENT000066,,宗坦疏主,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:宗坦疏主:ebed4b788e2a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000059,SRC0024,卷上:沙門往生類:慈照宗王,ENT000067,,慈照宗王,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慈照宗王:3897d2b7163d,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000060,SRC0024,卷上:沙門往生類:法持,ENT000068,,法持,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:法持:9e5d870bc7a4,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000061,SRC0024,卷上:沙門往生類:本如,ENT000069,,本如,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:本如:e9d8b73091e6,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000062,SRC0024,卷上:沙門往生類:基法師,ENT000070,,基法師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:基法師:3c7d28ed636b,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000063,SRC0024,卷上:沙門往生類:若愚,ENT000071,,若愚,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:若愚:36318c4e2136,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000064,SRC0024,卷上:沙門往生類:守真,ENT000072,,守真,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:守真:78a36e5b4dc4,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000065,SRC0024,卷上:沙門往生類:知禮,ENT000073,,知禮,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:知禮:ee4ae92814c2,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000066,SRC0024,卷上:沙門往生類:有嚴,ENT000074,,有嚴,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:有嚴:8d412123f53a,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000067,SRC0024,卷上:沙門往生類:慧明,ENT000075,,慧明,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:慧明:bfbc116c3cda,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000068,SRC0024,卷上:沙門往生類:師贊,ENT000076,,師贊,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:師贊:4108c6e509d5,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000069,SRC0024,卷上:沙門往生類:二沙彌,ENT000077,,二沙彌,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:二沙彌:71f41173ba1d,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000070,SRC0024,卷上:沙門往生類:了然,ENT000078,,了然,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:了然:d460f09d4369,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000071,SRC0024,卷上:沙門往生類:思照,ENT000079,,思照,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:思照:5bd99012b35f,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000072,SRC0024,卷上:沙門往生類:智廉,ENT000080,,智廉,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:智廉:7be1435ce5b5,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000073,SRC0024,卷上:沙門往生類:智深,ENT000081,,智深,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:智深:5747cf2a9cb5,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000074,SRC0024,卷上:沙門往生類:法因,ENT000082,,法因,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:法因:c9ffcbb47f6f,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000075,SRC0024,卷上:沙門往生類:智仙,ENT000083,,智仙,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:智仙:0f27060d76f7,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000076,SRC0024,卷上:沙門往生類:宗利,ENT000084,,宗利,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:宗利:d70272618aae,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000077,SRC0024,卷上:沙門往生類:齊玉,ENT000085,,齊玉,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:齊玉:530e934dc1a2,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
SRC0024-ART000078,SRC0024,卷上:沙門往生類:圓照本禪師,ENT000086,,圓照本禪師,https://cbetaonline.dila.edu.tw/zh/T51n2072#SRC0024:卷上:沙門往生類:圓照本禪師:9825352cf8f5,zh-Hant,,book_entry,discovered,unreviewed,RR0006,open_license_verified,verified,script_extracted,not_started,,,not_reviewed,not_reviewed,,2026-09-25,
